,rec_num,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,state,city_development_matrics
15715,15716,13520,city_102,0.804,,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Early Stage Startup,1,73,0.0,CA,8.040000000000001
15716,15717,32963,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,18,1000-4999,Public Sector,1,80,0.0,CA,9.200000000000001
15717,15718,26818,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,1,60,0.0,CA,9.389999999999999
15718,15719,9383,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,13,1.0,CA,7.22
15719,15720,29399,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,8,100-500,Pvt Ltd,1,41,0.0,CA,9.200000000000001
15720,15721,25086,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,4,118,0.0,CA,7.94
15721,15722,8483,city_103,0.92,Male,Has relevent experience,no_enrollment,,,10,50-99,Funded Startup,>4,20,0.0,CA,9.200000000000001
15722,15723,32935,city_53,0.74,Male,No relevent experience,no_enrollment,Masters,STEM,14,1000-4999,NGO,1,196,1.0,CA,7.4
15723,15724,21566,city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Early Stage Startup,1,25,0.0,CA,5.5
15724,15725,12279,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,,2,28,0.0,CA,9.200000000000001
15725,15726,17425,city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,7,50-99,Pvt Ltd,1,65,0.0,CA,8.97
15726,15727,19994,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Public Sector,1,9,0.0,CA,9.200000000000001
15727,15728,18284,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,3,12,1.0,CA,9.200000000000001
15728,15729,5604,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,3,34,0.0,CA,6.24
15729,15730,2140,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,9,0.0,CA,9.13
15730,15731,5743,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,1,33,0.0,CA,6.24
15731,15732,1828,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,12,1.0,CA,6.24
15732,15733,6072,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,100,0.0,CA,9.26
15733,15734,21333,city_90,0.698,,No relevent experience,no_enrollment,Graduate,STEM,9,,,4,31,0.0,CA,6.9799999999999995
15734,15735,30618,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,6,1.0,CA,9.200000000000001
15735,15736,2750,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,2,92,0.0,CA,9.1
15736,15737,32676,city_114,0.926,,No relevent experience,Full time course,Graduate,Other,1,10/49,Early Stage Startup,1,14,0.0,CA,9.26
15737,15738,10461,city_37,0.794,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Public Sector,1,13,0.0,CA,7.94
15738,15739,8815,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,37,1.0,CA,9.200000000000001
15739,15740,27054,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,2,9,0.0,CA,9.200000000000001
15740,15741,502,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,238,0.0,CA,8.84
15741,15742,19353,city_73,0.754,,Has relevent experience,Full time course,Graduate,STEM,,,,1,12,1.0,CA,7.54
15742,15743,30454,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,,3,85,0.0,CA,9.200000000000001
15743,15744,15014,city_145,0.555,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,1,19,1.0,CA,5.550000000000001
15744,15745,31068,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,10/49,NGO,1,113,1.0,CA,9.200000000000001
15745,15746,4356,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,1,95,0.0,CA,7.67
15746,15747,2277,city_104,0.924,Male,No relevent experience,Full time course,High School,,3,,Pvt Ltd,never,30,0.0,CA,9.24
15747,15748,2294,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Pvt Ltd,>4,61,0.0,CA,8.870000000000001
15748,15749,12823,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,3,19,0.0,CA,9.24
15749,15750,10776,city_114,0.926,,Has relevent experience,no_enrollment,High School,,14,<10,Pvt Ltd,1,78,0.0,CA,9.26
15750,15751,28586,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,43,0.0,CA,9.200000000000001
15751,15752,11246,city_98,0.949,,Has relevent experience,Part time course,Masters,Humanities,18,100-500,Pvt Ltd,1,306,0.0,CA,9.49
15752,15753,11374,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,20,0.0,CA,9.200000000000001
15753,15754,27009,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,21,1.0,CA,6.24
15754,15755,9324,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,31,0.0,CA,8.36
15755,15756,25208,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,NGO,1,106,0.0,CA,9.26
15756,15757,15147,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,23,0.0,CA,9.200000000000001
15757,15758,15619,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,57,0.0,CA,9.1
15758,15759,24497,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,1,123,0.0,CA,8.97
15759,15760,7205,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,102,0.0,CA,8.97
15760,15761,23844,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,>4,100,0.0,CA,8.78
15761,15762,9453,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,23,1.0,CA,9.200000000000001
15762,15763,7437,city_55,0.7390000000000001,Male,No relevent experience,Full time course,High School,,3,,,never,65,0.0,CA,7.390000000000001
15763,15764,29853,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1,21,0.0,CA,8.040000000000001
15764,15765,20711,city_136,0.897,,No relevent experience,Full time course,Masters,STEM,4,,,,48,1.0,CA,8.97
15765,15766,29477,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,15,10/49,Pvt Ltd,1,13,0.0,CA,9.1
15766,15767,27836,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,24,1.0,CA,9.1
15767,15768,15481,city_24,0.698,,Has relevent experience,no_enrollment,Graduate,Humanities,11,500-999,,1,28,0.0,CA,6.9799999999999995
15768,15769,31338,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,14,0.0,CA,9.200000000000001
15769,15770,19777,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,43,0.0,CA,9.26
15770,15771,27244,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,100,0.0,CA,6.24
15771,15772,31359,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,<10,Funded Startup,1,40,1.0,CA,9.200000000000001
15772,15773,6987,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,109,0.0,CA,6.24
15773,15774,25558,city_103,0.92,Male,No relevent experience,Full time course,High School,,6,,,1,166,0.0,CA,9.200000000000001
15774,15775,18029,city_114,0.926,,Has relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,never,278,0.0,CA,9.26
15775,15776,20462,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,,20,1.0,CA,6.24
15776,15777,2866,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,3,22,0.0,CA,9.26
15777,15778,31608,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Other,1,83,0.0,CA,9.200000000000001
15778,15779,10380,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,5,10/49,Public Sector,1,62,0.0,CA,9.200000000000001
15779,15780,4751,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,4,44,0.0,CA,9.26
15780,15781,29779,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,,4,18,0.0,CA,9.200000000000001
15781,15782,1933,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,never,32,0.0,CA,6.24
15782,15783,28371,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,1,35,1.0,CA,9.200000000000001
15783,15784,4316,city_103,0.92,,No relevent experience,,Graduate,STEM,6,,,,5,0.0,CA,9.200000000000001
15784,15785,29103,city_103,0.92,Male,No relevent experience,Part time course,Phd,Humanities,11,10/49,Other,3,13,0.0,CA,9.200000000000001
15785,15786,13061,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Funded Startup,>4,166,0.0,CA,8.43
15786,15787,1713,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,3,92,0.0,CA,9.200000000000001
15787,15788,23113,city_54,0.856,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,never,26,0.0,CA,8.56
15788,15789,4909,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,31,0.0,CA,6.659999999999999
15789,15790,22157,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,28,1.0,CA,6.24
15790,15791,3449,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,4,18,0.0,CA,9.200000000000001
15791,15792,822,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,43,1.0,CA,8.66
15792,15793,32582,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,4,,,1,224,0.0,CA,8.84
15793,15794,15679,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,1,41,0.0,CA,9.1
15794,15795,551,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,17,0.0,CA,9.200000000000001
15795,15796,3366,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,50,0.0,CA,8.66
15796,15797,16399,city_50,0.8959999999999999,,Has relevent experience,no_enrollment,Graduate,Other,15,<10,Pvt Ltd,>4,34,0.0,CA,8.959999999999999
15797,15798,27726,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,High School,,17,1000-4999,Pvt Ltd,1,50,0.0,CA,8.270000000000001
15798,15799,17732,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,>4,16,0.0,CA,9.200000000000001
15799,15800,10659,city_65,0.802,,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,156,0.0,CA,8.02
15800,15801,24737,city_13,0.8270000000000001,Male,No relevent experience,Full time course,High School,,3,,,never,23,0.0,CA,8.270000000000001
15801,15802,17079,city_16,0.91,,Has relevent experience,,Masters,STEM,>20,,,4,72,0.0,CA,9.1
15802,15803,27296,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,134,1.0,CA,6.24
15803,15804,13598,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,4,10/49,Pvt Ltd,2,52,0.0,CA,9.26
15804,15805,22602,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,80,1.0,CA,8.97
15805,15806,5080,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,4,28,0.0,CA,9.200000000000001
15806,15807,2065,city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,,1,56,0.0,CA,8.299999999999999
15807,15808,9744,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,324,0.0,CA,9.1
15808,15809,23796,city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,13,,,3,37,1.0,CA,6.9799999999999995
15809,15810,25125,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Funded Startup,2,12,0.0,CA,8.870000000000001
15810,15811,4784,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,91,0.0,CA,9.200000000000001
15811,15812,25502,city_103,0.92,,No relevent experience,no_enrollment,High School,,2,,,never,13,0.0,CA,9.200000000000001
15812,15813,4454,city_99,0.915,Male,No relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,204,0.0,CA,9.15
15813,15814,16434,city_24,0.698,Male,Has relevent experience,no_enrollment,High School,,11,<10,,3,23,0.0,CA,6.9799999999999995
15814,15815,29515,city_136,0.897,Male,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,never,27,0.0,CA,8.97
15815,15816,31699,city_78,0.579,,No relevent experience,Part time course,Graduate,STEM,4,,,1,28,1.0,CA,5.789999999999999
15816,15817,8288,city_13,0.8270000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,1,206,0.0,CA,8.270000000000001
15817,15818,5,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Early Stage Startup,1,12,0.0,CA,8.55
15818,15819,9765,city_150,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,22,0.0,CA,6.9799999999999995
15819,15820,9279,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,3,12,0.0,CA,7.67
15820,15821,20769,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10/49,Pvt Ltd,2,132,0.0,CA,8.36
15821,15822,25930,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,102,0.0,CA,9.200000000000001
15822,15823,7811,city_36,0.893,,Has relevent experience,Part time course,High School,,,100-500,,,94,0.0,CA,8.93
15823,15824,12068,city_173,0.878,Male,Has relevent experience,Full time course,High School,,3,<10,Pvt Ltd,1,45,0.0,CA,8.78
15824,15825,3525,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,,,1,68,1.0,CA,9.200000000000001
15825,15826,10185,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,2,,,1,16,1.0,CA,9.200000000000001
15826,15827,11064,city_160,0.92,Male,No relevent experience,Full time course,High School,,3,,,2,78,1.0,CA,9.200000000000001
15827,15828,6842,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Pvt Ltd,never,25,1.0,CA,6.24
15828,15829,20298,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,2,105,0.0,CA,9.200000000000001
15829,15830,19191,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Funded Startup,1,22,0.0,CA,9.200000000000001
15830,15831,15025,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,42,0.0,CA,6.24
15831,15832,2823,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,51,1.0,CA,6.24
15832,15833,10700,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,,1,168,1.0,CA,8.870000000000001
15833,15834,31403,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Pvt Ltd,1,46,0.0,CA,9.200000000000001
15834,15835,8285,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,4,111,0.0,CA,8.84
15835,15836,29593,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,202,1.0,CA,5.789999999999999
15836,15837,8381,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,2,196,1.0,CA,6.24
15837,15838,26294,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Funded Startup,1,24,1.0,CA,6.24
15838,15839,6635,city_162,0.767,,Has relevent experience,Full time course,Masters,STEM,10,500-999,Pvt Ltd,2,10,0.0,CA,7.67
15839,15840,25061,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Early Stage Startup,2,20,0.0,CA,8.97
15840,15841,7059,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,91,0.0,CA,9.1
15841,15842,22251,city_128,0.527,Male,No relevent experience,Part time course,Graduate,STEM,10,100-500,Funded Startup,1,57,0.0,CA,5.2700000000000005
15842,15843,3665,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,never,11,0.0,CA,8.93
15843,15844,30156,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,41,0.0,CA,9.200000000000001
15844,15845,6697,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,40,1.0,CA,6.24
15845,15846,8627,city_69,0.856,Female,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,222,0.0,CA,8.56
15846,15847,26176,city_57,0.866,,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,1,55,0.0,CA,8.66
15847,15848,13060,city_103,0.92,,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,94,0.0,CA,9.200000000000001
15848,15849,13353,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,Humanities,6,10000+,Pvt Ltd,3,34,0.0,CA,8.78
15849,15850,31024,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,2,32,1.0,CA,6.24
15850,15851,32865,city_103,0.92,Male,Has relevent experience,Part time course,Masters,Humanities,>20,50-99,NGO,1,112,0.0,CA,9.200000000000001
15851,15852,28279,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,<10,Pvt Ltd,1,64,0.0,CA,9.26
15852,15853,16710,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,,,>4,84,0.0,CA,9.200000000000001
15853,15854,25542,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,1,25,0.0,CA,9.389999999999999
15854,15855,22391,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,2,28,0.0,CA,6.24
15855,15856,31600,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,3,0.0,CA,9.200000000000001
15856,15857,6792,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,2,100,0.0,CA,8.66
15857,15858,25384,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,2,140,0.0,CA,6.82
15858,15859,26274,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,11,0.0,CA,8.040000000000001
15859,15860,13942,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,78,1.0,CA,9.1
15860,15861,3095,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,>4,48,0.0,CA,9.1
15861,15862,29102,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,15,,,2,30,0.0,CA,9.200000000000001
15862,15863,15518,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,107,0.0,CA,5.5
15863,15864,23610,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,10,100-500,Public Sector,1,87,1.0,CA,9.200000000000001
15864,15865,12184,city_65,0.802,Male,No relevent experience,,Graduate,STEM,6,100-500,Pvt Ltd,>4,26,0.0,CA,8.02
15865,15866,13938,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,1,23,0.0,CA,6.24
15866,15867,12607,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,9,0.0,CA,8.97
15867,15868,32797,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,46,0.0,CA,9.26
15868,15869,13105,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,26,1.0,CA,9.200000000000001
15869,15870,23588,city_9,0.743,,No relevent experience,,Graduate,STEM,2,,,never,22,1.0,CA,7.43
15870,15871,18194,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,69,0.0,CA,9.26
15871,15872,17028,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,124,0.0,CA,9.26
15872,15873,20334,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,2,,,never,18,0.0,CA,9.200000000000001
15873,15874,33224,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,106,0.0,CA,9.26
15874,15875,24677,city_41,0.8270000000000001,,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,160,0.0,CA,8.270000000000001
15875,15876,17721,city_160,0.92,,No relevent experience,no_enrollment,High School,,1,,,,78,0.0,CA,9.200000000000001
15876,15877,11022,city_114,0.926,Other,No relevent experience,no_enrollment,High School,,5,1000-4999,Pvt Ltd,3,39,0.0,CA,9.26
15877,15878,15931,city_83,0.923,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,8,1.0,CA,9.23
15878,15879,22227,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,130,0.0,CA,9.389999999999999
15879,15880,3597,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,4,100-500,Pvt Ltd,3,70,0.0,CA,9.200000000000001
15880,15881,1489,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,never,78,1.0,CA,9.200000000000001
15881,15882,3348,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,1,122,0.0,CA,9.389999999999999
15882,15883,13052,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,192,1.0,CA,9.200000000000001
15883,15884,13095,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,13,100-500,Pvt Ltd,>4,28,0.0,CA,9.200000000000001
15884,15885,27459,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,never,32,1.0,CA,9.200000000000001
15885,15886,25536,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,12,0.0,CA,9.200000000000001
15886,15887,9879,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,67,0.0,CA,9.200000000000001
15887,15888,16501,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,>4,21,0.0,CA,9.1
15888,15889,17341,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,125,1.0,CA,9.1
15889,15890,5785,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,1,64,0.0,CA,9.1
15890,15891,14739,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,>20,,,2,10,1.0,CA,9.1
15891,15892,31038,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Early Stage Startup,1,138,0.0,CA,9.389999999999999
15892,15893,1325,city_46,0.762,,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Funded Startup,1,22,0.0,CA,7.62
15893,15894,4927,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,No Major,11,<10,Pvt Ltd,2,6,0.0,CA,8.55
15894,15895,22413,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,20,0.0,CA,6.24
15895,15896,9678,city_128,0.527,Female,Has relevent experience,no_enrollment,High School,,7,10/49,Early Stage Startup,1,13,0.0,CA,5.2700000000000005
15896,15897,4122,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,3,0.0,CA,9.200000000000001
15897,15898,6376,city_103,0.92,Male,No relevent experience,Full time course,High School,,5,10/49,NGO,1,42,1.0,CA,9.200000000000001
15898,15899,6605,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,10,0.0,CA,8.36
15899,15900,4291,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,28,0.0,CA,9.200000000000001
15900,15901,7558,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,5,,,never,180,0.0,CA,9.200000000000001
15901,15902,6667,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,194,0.0,CA,9.1
15902,15903,33365,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,1,84,0.0,CA,9.24
15903,15904,3981,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,23,0.0,CA,9.200000000000001
15904,15905,6579,city_97,0.925,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,106,0.0,CA,9.25
15905,15906,29999,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,38,0.0,CA,9.200000000000001
15906,15907,18082,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,25,0.0,CA,8.55
15907,15908,19216,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,11,0.0,CA,9.200000000000001
15908,15909,29763,city_36,0.893,Male,No relevent experience,no_enrollment,High School,,4,,,1,82,0.0,CA,8.93
15909,15910,20619,city_31,0.807,Female,No relevent experience,no_enrollment,Masters,STEM,5,,,1,94,0.0,CA,8.07
15910,15911,24195,city_115,0.789,Female,No relevent experience,Full time course,Phd,STEM,19,,NGO,>4,7,0.0,CA,7.890000000000001
